    Rank Group    Score       Missing     Variable
     646  F     3.132E-02         165     NSMF
     647  F     3.132E-02         165     OR10G9
     648  F     3.132E-02         165     TMEM209
     649  F     3.132E-02         165     MARK3
     650  F     3.132E-02         165     CDC6
     651  F     3.132E-02         165     EPC2
     652  F     3.132E-02         165     COMMD2
     653  F     3.131E-02         165     DNAJB13
     654  F     3.131E-02         165     DBR1
     655  F     3.131E-02         165     SLC6A7
     656  F     3.126E-02         165     LGALS4
     657  F     3.126E-02         165     ZNF382
     658  F     3.126E-02         165     MTA3
     659  F     3.126E-02         165     EIF4A2
     660  F     3.126E-02         165     KRT71
     661  F     3.125E-02         165     SERPINA11
     662  F     3.125E-02         165     AP1AR
     663  F     3.125E-02         165     C1orf174
     664  F     3.124E-02         165     RGS1
     665  F     3.124E-02         165     SLC6A15
     666  F     3.123E-02         165     ZIC1
     667  F     3.123E-02         165     MYRF
     668  F     3.123E-02         165     TBC1D20
     669  F     3.123E-02         165     RASSF2
     670  F     3.121E-02         165     ZBTB45
     671  F     3.120E-02         165     MAGEC2
     672  F     3.119E-02         165     AKR1C4
     673  F     3.119E-02         165     RASGRP2
     674  F     3.119E-02         165     OR6T1
     675  F     3.119E-02         165     PPP1R1C
     676  F     3.119E-02         165     JSRP1
     677  F     3.119E-02         165     FAM114A2
     678  F     3.119E-02         165     GIT2
     679  F     3.119E-02         165     BMPR2
     680  F     3.119E-02         165     HIST1H3A
     681  F     3.119E-02         165     KLK6
     682  F     3.119E-02         165     CXCR1
     683  F     3.119E-02         165     TUBB
     684  F     3.119E-02         165     DMWD
     685  F     3.119E-02         165     MYT1
     686  F     3.119E-02         165     KRTAP1.1
     687  F     3.119E-02         165     ARAP2
     688  F     3.118E-02         165     DXO
     689  F     3.117E-02         165     ZNF600
     690  F     3.116E-02         165     FRMD3
     691  F     3.115E-02         165     IL24
     692  F     3.115E-02         165     PLEKHN1
     693  F     3.114E-02         165     ARHGEF40
     694  F     3.114E-02         165     RPSA
     695  F     3.114E-02         165     CD47
     696  F     3.114E-02         165     STK10
