 train         node      observed        predicted
     y           252    0.420000E+005    0.414540E+005
     y             6    0.980000E+004    0.282264E+004
     y             6    0.107000E+003    0.282264E+004
     y             6    0.180000E+004    0.282264E+004
     n            62               NA    0.803633E+004
     n             2               NA    0.980353E+003
     y            62    0.250000E+002    0.803633E+004
     y            30    0.150000E+005    0.264654E+004
     n             6               NA    0.282264E+004
     y             6    0.100000E+001    0.282264E+004
     y            30    0.100000E+002    0.264654E+004
     n             6               NA    0.282264E+004
     y             2    0.750000E+003    0.980353E+003
     n             6               NA    0.282264E+004
     n             6               NA    0.282264E+004
     y             6    0.360000E+004    0.282264E+004
     y             2    0.300000E+003    0.980353E+003
     y             6    0.200000E+002    0.282264E+004
     y             2    0.300000E+004    0.980353E+003
     y             6    0.200000E+004    0.282264E+004
     y            29    0.141304E+006    0.858593E+005
     n             6               NA    0.282264E+004
     n           252               NA    0.414540E+005
     y             6    0.100000E+003    0.282264E+004
     n             6               NA    0.282264E+004
     n             6               NA    0.282264E+004
     y             2    0.180070E+005    0.980353E+003
     n             6               NA    0.282264E+004
     y             2    0.400000E+002    0.980353E+003
     y             2    0.400000E+002    0.980353E+003
     y             2    0.200000E+002    0.980353E+003
     y             6    0.270550E+005    0.282264E+004
     y             2    0.150000E+002    0.980353E+003
     y             6    0.348000E+004    0.282264E+004
     y             2    0.100000E+002    0.980353E+003
     y             6    0.100000E+001    0.282264E+004
     y            30    0.200000E+002    0.264654E+004
     y             6    0.100000E+002    0.282264E+004
     n             6               NA    0.282264E+004
     y             2    0.200000E+001    0.980353E+003
     y             6    0.400000E+003    0.282264E+004
     y             6    0.320000E+003    0.282264E+004
     y             2    0.100000E+002    0.980353E+003
     y             6    0.180000E+005    0.282264E+004
     y             6    0.170000E+005    0.282264E+004
     n             6               NA    0.282264E+004
     y             2    0.100000E+001    0.980353E+003
     y             2    0.110000E+004    0.980353E+003
     y             6    0.150000E+002    0.282264E+004
     y             6    0.180000E+003    0.282264E+004
     y             2    0.100000E+001    0.980353E+003
     y             6    0.300000E+001    0.282264E+004
     y             2    0.480000E+004    0.980353E+003
     y             2    0.200000E+003    0.980353E+003
     n             6               NA    0.282264E+004
     n             6               NA    0.282264E+004
     y             2    0.320000E+004    0.980353E+003
     y             2    0.660000E+004    0.980353E+003
     y             2    0.600000E+003    0.980353E+003
     n           253               NA    0.503211E+004
     y             6    0.254300E+004    0.282264E+004
     y            30    0.500000E+004    0.264654E+004
     n             2               NA    0.980353E+003
     n             6               NA    0.282264E+004
     y            62    0.450000E+003    0.803633E+004
     y             6    0.120000E+003    0.282264E+004
     y            30    0.480000E+003    0.264654E+004
     n             6               NA    0.282264E+004
     y             6    0.180000E+005    0.282264E+004
     n             6               NA    0.282264E+004
     y             6    0.120000E+003    0.282264E+004
     y            28    0.280000E+005    0.276413E+005
     y             2    0.228000E+004    0.980353E+003
     y            62    0.180000E+004    0.803633E+004
     n           252               NA    0.414540E+005
     y             6    0.190000E+003    0.282264E+004
     n             6               NA    0.282264E+004
     n            30               NA    0.264654E+004
     y             6    0.155000E+003    0.282264E+004
     y             2    0.250000E+003    0.980353E+003
     y             2    0.200000E+001    0.980353E+003
     y           252    0.250000E+005    0.414540E+005
     n           253               NA    0.503211E+004
     n             6               NA    0.282264E+004
     y             2    0.100000E+002    0.980353E+003
     y            28    0.141304E+006    0.276413E+005
     y            30    0.141304E+006    0.264654E+004
     n             6               NA    0.282264E+004
     y            30    0.200000E+003    0.264654E+004
     y             6    0.200000E+003    0.282264E+004
